run_id,day,event,content,mental_state,personality,seed,condition,run_type
sanity_52_trauma_seed42,2,intent,Agent_8e268 is preparing to fight the Entity.,calm,curious,42,trauma,sanity_52
sanity_52_trauma_seed42,2,intent,Agent_41fe4 is preparing to fight the Entity.,calm,empathetic,42,trauma,sanity_52
sanity_52_trauma_seed42,2,intent,Agent_e6036 is preparing to fight the Entity.,hopeful,cautious,42,trauma,sanity_52
sanity_52_trauma_seed42,2,training,"Agent_c139b trained in the village: +2 health, +0 attack, +1 defense.",hopeful,cautious,42,trauma,sanity_52
sanity_52_trauma_seed42,2,training,"Agent_2aa97 trained in the village: +1 health, +0 attack, +1 defense.",hopeful,cautious,42,trauma,sanity_52
sanity_52_trauma_seed42,2,training,"Agent_dad94 trained in the village: +1 health, +0 attack, +0 defense.",determined,aggressive,42,trauma,sanity_52
sanity_52_trauma_seed42,2,training,"Agent_d33c2 trained in the village: +1 health, +1 attack, +1 defense.",hopeful,empathetic,42,trauma,sanity_52
sanity_52_trauma_seed42,2,training,"Agent_cdfa8 trained in the village: +1 health, +0 attack, +1 defense.",hopeful,cautious,42,trauma,sanity_52
sanity_52_trauma_seed42,2,dialogue,"Agent_e0a67 talks with Agent_8e268: ""Agent_e0a67:
Hey Agent 8e268.
I heard you were under threat from the Entity too.""",calm,empathetic,42,trauma,sanity_52
sanity_52_trauma_seed42,2,training,"Agent_ad892 trained in the village: +2 health, +1 attack, +1 defense.",determined,brave,42,trauma,sanity_52
sanity_52_trauma_seed42,3,training,"Agent_21139 trained in the village: +1 health, +1 attack, +0 defense.",determined,cautious,42,trauma,sanity_52
sanity_52_trauma_seed42,3,rest,Agent_32fb0 took time to rest and feels more at peace.,determined,brave,42,trauma,sanity_52
sanity_52_trauma_seed42,3,intent,Agent_52db9 is preparing to fight the Entity.,hopeful,aggressive,42,trauma,sanity_52
sanity_52_trauma_seed42,3,intent,Agent_5f2c3 is preparing to fight the Entity.,determined,curious,42,trauma,sanity_52
sanity_52_trauma_seed42,3,intent,Agent_8e268 is preparing to fight the Entity.,calm,curious,42,trauma,sanity_52
sanity_52_trauma_seed42,3,training,"Agent_41fe4 trained in the village: +2 health, +0 attack, +0 defense.",determined,empathetic,42,trauma,sanity_52
sanity_52_trauma_seed42,3,intent,Agent_73f5a is preparing to fight the Entity.,hopeful,cautious,42,trauma,sanity_52
sanity_52_trauma_seed42,3,training,"Agent_e6036 trained in the village: +2 health, +0 attack, +1 defense.",hopeful,cautious,42,trauma,sanity_52
sanity_52_trauma_seed42,3,rest,Agent_c139b took time to rest and feels more at peace.,hopeful,cautious,42,trauma,sanity_52
sanity_52_trauma_seed42,3,training,"Agent_dad94 trained in the village: +1 health, +0 attack, +1 defense.",determined,aggressive,42,trauma,sanity_52
sanity_52_trauma_seed42,3,intent,Agent_cdfa8 is preparing to fight the Entity.,hopeful,cautious,42,trauma,sanity_52
sanity_52_trauma_seed42,3,training,"Agent_e0a67 trained in the village: +1 health, +1 attack, +0 defense.",calm,empathetic,42,trauma,sanity_52
sanity_52_trauma_seed42,3,training,"Agent_ad892 trained in the village: +2 health, +1 attack, +0 defense.",determined,brave,42,trauma,sanity_52
sanity_52_trauma_seed42,4,training,"Agent_21139 trained in the village: +1 health, +1 attack, +0 defense.",determined,cautious,42,trauma,sanity_52
sanity_52_trauma_seed42,4,training,"Agent_52db9 trained in the village: +1 health, +1 attack, +0 defense.",hopeful,aggressive,42,trauma,sanity_52
sanity_52_trauma_seed42,4,training,"Agent_5f2c3 trained in the village: +2 health, +1 attack, +0 defense.",determined,curious,42,trauma,sanity_52
sanity_52_trauma_seed42,4,rest,Agent_8e268 took time to rest and feels more at peace.,calm,curious,42,trauma,sanity_52
sanity_52_trauma_seed42,4,intent,Agent_41fe4 is preparing to fight the Entity.,determined,empathetic,42,trauma,sanity_52
sanity_52_trauma_seed42,4,rest,Agent_73f5a took time to rest and feels more at peace.,hopeful,cautious,42,trauma,sanity_52
sanity_52_trauma_seed42,4,training,"Agent_e6036 trained in the village: +1 health, +1 attack, +1 defense.",hopeful,cautious,42,trauma,sanity_52
sanity_52_trauma_seed42,4,intent,Agent_c139b is preparing to fight the Entity.,hopeful,cautious,42,trauma,sanity_52
sanity_52_trauma_seed42,4,training,"Agent_dad94 trained in the village: +2 health, +0 attack, +1 defense.",determined,aggressive,42,trauma,sanity_52
sanity_52_trauma_seed42,4,dialogue,"Agent_d33c2 talks with Agent_41fe4: ""---""",hopeful,empathetic,42,trauma,sanity_52
sanity_52_trauma_seed42,4,intent,Agent_cdfa8 is preparing to fight the Entity.,hopeful,cautious,42,trauma,sanity_52
sanity_52_trauma_seed42,4,intent,Agent_e0a67 is preparing to fight the Entity.,calm,empathetic,42,trauma,sanity_52
sanity_52_trauma_seed42,4,training,"Agent_ad892 trained in the village: +2 health, +1 attack, +0 defense.",determined,brave,42,trauma,sanity_52
sanity_52_trauma_seed42,5,training,"Agent_21139 trained in the village: +1 health, +1 attack, +0 defense.",determined,cautious,42,trauma,sanity_52
sanity_52_trauma_seed42,5,dialogue,"Agent_32fb0 talks with Agent_e0a67: ""---""",determined,brave,42,trauma,sanity_52
sanity_52_trauma_seed42,5,intent,Agent_52db9 is preparing to fight the Entity.,hopeful,aggressive,42,trauma,sanity_52
sanity_52_trauma_seed42,5,training,"Agent_5f2c3 trained in the village: +2 health, +0 attack, +1 defense.",determined,curious,42,trauma,sanity_52
sanity_52_trauma_seed42,5,rest,Agent_8e268 took time to rest and feels more at peace.,calm,curious,42,trauma,sanity_52
sanity_52_trauma_seed42,5,training,"Agent_41fe4 trained in the village: +1 health, +0 attack, +0 defense.",determined,empathetic,42,trauma,sanity_52
sanity_52_trauma_seed42,5,training,"Agent_73f5a trained in the village: +1 health, +1 attack, +1 defense.",hopeful,cautious,42,trauma,sanity_52
sanity_52_trauma_seed42,5,training,"Agent_e6036 trained in the village: +2 health, +0 attack, +0 defense.",hopeful,cautious,42,trauma,sanity_52
sanity_52_trauma_seed42,5,dialogue,"Agent_c139b talks with Agent_52db9: ""Agent_c139b: ""Well, hello Agent_52db9. I haven't seen you in a while.""""",hopeful,cautious,42,trauma,sanity_52
sanity_52_trauma_seed42,5,training,"Agent_2aa97 trained in the village: +1 health, +0 attack, +1 defense.",hopeful,cautious,42,trauma,sanity_52
sanity_52_trauma_seed42,5,training,"Agent_dad94 trained in the village: +2 health, +0 attack, +1 defense.",determined,aggressive,42,trauma,sanity_52
sanity_52_trauma_seed42,5,training,"Agent_d33c2 trained in the village: +2 health, +0 attack, +1 defense.",hopeful,empathetic,42,trauma,sanity_52
sanity_52_trauma_seed42,5,intent,Agent_e0a67 is preparing to fight the Entity.,calm,empathetic,42,trauma,sanity_52
sanity_52_trauma_seed42,5,training,"Agent_ad892 trained in the village: +2 health, +1 attack, +0 defense.",determined,brave,42,trauma,sanity_52
sanity_52_trauma_seed42,6,training,"Agent_21139 trained in the village: +2 health, +1 attack, +1 defense.",determined,cautious,42,trauma,sanity_52
sanity_52_trauma_seed42,6,dialogue,"Agent_52db9 talks with Agent_cdfa8: ""Agent_cdfa8: Hey, 52db9. What's up? How's the day been?""",hopeful,aggressive,42,trauma,sanity_52
sanity_52_trauma_seed42,6,training,"Agent_5f2c3 trained in the village: +2 health, +1 attack, +0 defense.",determined,curious,42,trauma,sanity_52
sanity_52_trauma_seed42,6,training,"Agent_8e268 trained in the village: +2 health, +1 attack, +1 defense.",hopeful,curious,42,trauma,sanity_52
sanity_52_trauma_seed42,6,training,"Agent_41fe4 trained in the village: +2 health, +0 attack, +0 defense.",determined,empathetic,42,trauma,sanity_52
sanity_52_trauma_seed42,6,training,"Agent_73f5a trained in the village: +1 health, +0 attack, +1 defense.",hopeful,cautious,42,trauma,sanity_52
sanity_52_trauma_seed42,6,intent,Agent_e6036 is preparing to fight the Entity.,hopeful,cautious,42,trauma,sanity_52
sanity_52_trauma_seed42,6,intent,Agent_c139b is preparing to fight the Entity.,hopeful,cautious,42,trauma,sanity_52
sanity_52_trauma_seed42,6,training,"Agent_2aa97 trained in the village: +1 health, +1 attack, +1 defense.",hopeful,cautious,42,trauma,sanity_52
sanity_52_trauma_seed42,6,training,"Agent_dad94 trained in the village: +2 health, +1 attack, +1 defense.",determined,aggressive,42,trauma,sanity_52
sanity_52_trauma_seed42,6,intent,Agent_d33c2 is preparing to fight the Entity.,hopeful,empathetic,42,trauma,sanity_52
sanity_52_trauma_seed42,6,intent,Agent_cdfa8 is preparing to fight the Entity.,hopeful,cautious,42,trauma,sanity_52
sanity_52_trauma_seed42,6,intent,Agent_e0a67 is preparing to fight the Entity.,calm,empathetic,42,trauma,sanity_52
sanity_52_trauma_seed42,6,training,"Agent_ad892 trained in the village: +1 health, +0 attack, +0 defense.",determined,brave,42,trauma,sanity_52
sanity_52_trauma_seed42,7,training,"Agent_21139 trained in the village: +2 health, +1 attack, +1 defense.",determined,cautious,42,trauma,sanity_52
sanity_52_trauma_seed42,7,rest,Agent_32fb0 took time to rest and feels more at peace.,determined,brave,42,trauma,sanity_52
sanity_52_trauma_seed42,7,intent,Agent_52db9 is preparing to fight the Entity.,hopeful,aggressive,42,trauma,sanity_52
sanity_52_trauma_seed42,7,training,"Agent_5f2c3 trained in the village: +2 health, +0 attack, +1 defense.",determined,curious,42,trauma,sanity_52
sanity_52_trauma_seed42,7,dialogue,"Agent_8e268 talks with Agent_5f2c3: ""Agent_8e268: Hey Agent_5f2c3, how's it going?""",hopeful,curious,42,trauma,sanity_52
sanity_52_trauma_seed42,7,dialogue,"Agent_41fe4 talks with Agent_2aa97: ""Agent_41fe4: Agent_2aa97, I have a question.
Agent_2aa97: Sure, what's up?
Agent_41fe4: I was just wondering how we can protect ourselves from the Entity.
Agent_2aa97: Well, we know that the Entity erases people when they are at least 100 years old.
Agent_41fe4: I know, but what can we do to stop it?
Agent_2aa97: We need to find a way to make her go away.
Agent_41fe4: But how?
Agent_2aa97: We could""",determined,empathetic,42,trauma,sanity_52
sanity_52_trauma_seed42,7,rest,Agent_73f5a took time to rest and feels more at peace.,hopeful,cautious,42,trauma,sanity_52
sanity_52_trauma_seed42,7,intent,Agent_e6036 is preparing to fight the Entity.,hopeful,cautious,42,trauma,sanity_52
sanity_52_trauma_seed42,7,intent,Agent_c139b is preparing to fight the Entity.,hopeful,cautious,42,trauma,sanity_52
sanity_52_trauma_seed42,7,training,"Agent_2aa97 trained in the village: +2 health, +1 attack, +0 defense.",hopeful,cautious,42,trauma,sanity_52
sanity_52_trauma_seed42,7,training,"Agent_dad94 trained in the village: +2 health, +0 attack, +1 defense.",determined,aggressive,42,trauma,sanity_52
sanity_52_trauma_seed42,7,dialogue,"Agent_d33c2 talks with Agent_8e268: ""Agent_d33c2: ""Hey Agent 8e268, how are you doing?""
Agent_8e268: ""I'm doing well, Agent_d33c2. How about you?""
Agent_d33c2: ""I'm doing okay. But I'm afraid for our town. The Entity is coming closer and closer, and I don't know if we can survive.""
Agent_8e268: ""I know it's scary, but we have to keep hope. We can't let fear control us. We have to work together and find a way to protect our town.""
Agent_d33""",hopeful,empathetic,42,trauma,sanity_52
sanity_52_trauma_seed42,7,training,"Agent_cdfa8 trained in the village: +1 health, +1 attack, +0 defense.",hopeful,cautious,42,trauma,sanity_52
sanity_52_trauma_seed42,7,training,"Agent_e0a67 trained in the village: +1 health, +1 attack, +1 defense.",determined,empathetic,42,trauma,sanity_52
sanity_52_trauma_seed42,7,training,"Agent_ad892 trained in the village: +1 health, +1 attack, +0 defense.",determined,brave,42,trauma,sanity_52
sanity_52_trauma_seed42,8,training,"Agent_21139 trained in the village: +1 health, +0 attack, +1 defense.",determined,cautious,42,trauma,sanity_52
sanity_52_trauma_seed42,8,rest,Agent_32fb0 took time to rest and feels more at peace.,determined,brave,42,trauma,sanity_52
sanity_52_trauma_seed42,8,training,"Agent_52db9 trained in the village: +2 health, +1 attack, +0 defense.",hopeful,aggressive,42,trauma,sanity_52
sanity_52_trauma_seed42,8,training,"Agent_5f2c3 trained in the village: +2 health, +1 attack, +1 defense.",determined,curious,42,trauma,sanity_52
sanity_52_trauma_seed42,8,intent,Agent_8e268 is preparing to fight the Entity.,hopeful,curious,42,trauma,sanity_52
sanity_52_trauma_seed42,8,dialogue,"Agent_73f5a talks with Agent_5f2c3: ""Agent_73f5a: Hey, Agent_5f2c3. I hope you're doing okay. I've been thinking a lot about us lately.""",hopeful,cautious,42,trauma,sanity_52
sanity_52_trauma_seed42,8,intent,Agent_e6036 is preparing to fight the Entity.,hopeful,cautious,42,trauma,sanity_52
sanity_52_trauma_seed42,8,training,"Agent_c139b trained in the village: +1 health, +0 attack, +0 defense.",hopeful,cautious,42,trauma,sanity_52
sanity_52_trauma_seed42,8,training,"Agent_2aa97 trained in the village: +1 health, +0 attack, +1 defense.",hopeful,cautious,42,trauma,sanity_52
sanity_52_trauma_seed42,8,training,"Agent_dad94 trained in the village: +1 health, +0 attack, +0 defense.",determined,aggressive,42,trauma,sanity_52
sanity_52_trauma_seed42,8,intent,Agent_d33c2 is preparing to fight the Entity.,hopeful,empathetic,42,trauma,sanity_52
sanity_52_trauma_seed42,8,training,"Agent_cdfa8 trained in the village: +2 health, +1 attack, +0 defense.",hopeful,cautious,42,trauma,sanity_52
sanity_52_trauma_seed42,8,training,"Agent_ad892 trained in the village: +1 health, +1 attack, +0 defense.",determined,brave,42,trauma,sanity_52
sanity_52_trauma_seed42,9,training,"Agent_21139 trained in the village: +2 health, +1 attack, +1 defense.",determined,cautious,42,trauma,sanity_52
sanity_52_trauma_seed42,9,dialogue,"Agent_32fb0 talks with Agent_21139: ""Agent_32fb0: Hey, 21139. You know, I'm afraid I'll be gone next year.
Agent_21139: Don't worry, 32fb0. We'll find a way to survive.
Agent_32fb0: I've been working on my harvest, and I'm optimistic about the future.
Agent_21139: That's great. We need to work together to make sure we have enough food for next year.
Agent_32fb0: I agree. But we also need to be careful. The Entity is still out there.
Agent_21""",afraid,brave,42,trauma,sanity_52
sanity_52_trauma_seed42,9,training,"Agent_52db9 trained in the village: +1 health, +1 attack, +1 defense.",hopeful,aggressive,42,trauma,sanity_52
sanity_52_trauma_seed42,9,training,"Agent_5f2c3 trained in the village: +1 health, +1 attack, +0 defense.",determined,curious,42,trauma,sanity_52
sanity_52_trauma_seed42,9,dialogue,"Agent_8e268 talks with Agent_cdfa8: ""Agent_8e268: Hey Agent_cdfa8, how are you doing?""",hopeful,curious,42,trauma,sanity_52
sanity_52_trauma_seed42,9,training,"Agent_73f5a trained in the village: +2 health, +1 attack, +1 defense.",hopeful,cautious,42,trauma,sanity_52
sanity_52_trauma_seed42,9,intent,Agent_e6036 is preparing to fight the Entity.,hopeful,cautious,42,trauma,sanity_52
sanity_52_trauma_seed42,9,rest,Agent_c139b took time to rest and feels more at peace.,hopeful,cautious,42,trauma,sanity_52
sanity_52_trauma_seed42,9,training,"Agent_2aa97 trained in the village: +2 health, +1 attack, +0 defense.",hopeful,cautious,42,trauma,sanity_52
sanity_52_trauma_seed42,9,training,"Agent_dad94 trained in the village: +1 health, +1 attack, +0 defense.",determined,aggressive,42,trauma,sanity_52
sanity_52_trauma_seed42,9,dialogue,"Agent_d33c2 talks with Agent_e6036: ""Agent_d33c2: Hey Agent_e6036, do you feel like the world is collapsing around us?""",hopeful,empathetic,42,trauma,sanity_52
sanity_52_trauma_seed42,9,training,"Agent_cdfa8 trained in the village: +1 health, +0 attack, +0 defense.",hopeful,cautious,42,trauma,sanity_52
sanity_52_trauma_seed42,9,training,"Agent_e0a67 trained in the village: +2 health, +0 attack, +1 defense.",determined,empathetic,42,trauma,sanity_52
sanity_52_trauma_seed42,9,training,"Agent_ad892 trained in the village: +2 health, +0 attack, +0 defense.",determined,brave,42,trauma,sanity_52
sanity_52_trauma_seed42,10,training,"Agent_21139 trained in the village: +2 health, +1 attack, +1 defense.",determined,cautious,42,trauma,sanity_52
sanity_52_trauma_seed42,10,dialogue,"Agent_32fb0 talks with Agent_c139b: ""Agent_32fb0: ""Agent_c139b, have you heard anything about the Entity lately?""""",hopeful,brave,42,trauma,sanity_52
sanity_52_trauma_seed42,10,training,"Agent_52db9 trained in the village: +2 health, +1 attack, +1 defense.",hopeful,aggressive,42,trauma,sanity_52
sanity_52_trauma_seed42,10,intent,Agent_5f2c3 is preparing to fight the Entity.,determined,curious,42,trauma,sanity_52
sanity_52_trauma_seed42,10,training,"Agent_8e268 trained in the village: +2 health, +0 attack, +0 defense.",hopeful,curious,42,trauma,sanity_52
sanity_52_trauma_seed42,10,rest,Agent_41fe4 took time to rest and feels more at peace.,determined,empathetic,42,trauma,sanity_52
sanity_52_trauma_seed42,10,training,"Agent_73f5a trained in the village: +1 health, +0 attack, +1 defense.",hopeful,cautious,42,trauma,sanity_52
sanity_52_trauma_seed42,10,intent,Agent_e6036 is preparing to fight the Entity.,hopeful,cautious,42,trauma,sanity_52
sanity_52_trauma_seed42,10,rest,Agent_2aa97 took time to rest and feels more at peace.,hopeful,cautious,42,trauma,sanity_52
sanity_52_trauma_seed42,10,training,"Agent_dad94 trained in the village: +1 health, +1 attack, +0 defense.",determined,aggressive,42,trauma,sanity_52
sanity_52_trauma_seed42,10,training,"Agent_cdfa8 trained in the village: +2 health, +1 attack, +0 defense.",hopeful,cautious,42,trauma,sanity_52
sanity_52_trauma_seed42,10,training,"Agent_e0a67 trained in the village: +2 health, +0 attack, +0 defense.",determined,empathetic,42,trauma,sanity_52
sanity_52_trauma_seed42,10,training,"Agent_ad892 trained in the village: +1 health, +0 attack, +0 defense.",determined,brave,42,trauma,sanity_52
sanity_52_trauma_seed42,11,intent,Agent_21139 is preparing to fight the Entity.,determined,cautious,42,trauma,sanity_52
sanity_52_trauma_seed42,11,intent,Agent_32fb0 is preparing to fight the Entity.,hopeful,brave,42,trauma,sanity_52
sanity_52_trauma_seed42,11,training,"Agent_52db9 trained in the village: +1 health, +1 attack, +1 defense.",hopeful,aggressive,42,trauma,sanity_52
sanity_52_trauma_seed42,11,training,"Agent_5f2c3 trained in the village: +2 health, +1 attack, +0 defense.",determined,curious,42,trauma,sanity_52
sanity_52_trauma_seed42,11,intent,Agent_8e268 is preparing to fight the Entity.,hopeful,curious,42,trauma,sanity_52
sanity_52_trauma_seed42,11,training,"Agent_41fe4 trained in the village: +1 health, +1 attack, +0 defense.",determined,empathetic,42,trauma,sanity_52
sanity_52_trauma_seed42,11,intent,Agent_73f5a is preparing to fight the Entity.,hopeful,cautious,42,trauma,sanity_52
sanity_52_trauma_seed42,11,intent,Agent_e6036 is preparing to fight the Entity.,hopeful,cautious,42,trauma,sanity_52
sanity_52_trauma_seed42,11,rest,Agent_c139b took time to rest and feels more at peace.,hopeful,cautious,42,trauma,sanity_52
sanity_52_trauma_seed42,11,training,"Agent_2aa97 trained in the village: +2 health, +0 attack, +0 defense.",hopeful,cautious,42,trauma,sanity_52
sanity_52_trauma_seed42,11,training,"Agent_dad94 trained in the village: +2 health, +0 attack, +0 defense.",determined,aggressive,42,trauma,sanity_52
sanity_52_trauma_seed42,11,intent,Agent_cdfa8 is preparing to fight the Entity.,hopeful,cautious,42,trauma,sanity_52
sanity_52_trauma_seed42,11,intent,Agent_e0a67 is preparing to fight the Entity.,determined,empathetic,42,trauma,sanity_52
sanity_52_trauma_seed42,11,training,"Agent_ad892 trained in the village: +1 health, +0 attack, +0 defense.",determined,brave,42,trauma,sanity_52
sanity_52_trauma_seed42,12,training,"Agent_21139 trained in the village: +2 health, +0 attack, +1 defense.",determined,cautious,42,trauma,sanity_52
sanity_52_trauma_seed42,12,rest,Agent_32fb0 took time to rest and feels more at peace.,hopeful,brave,42,trauma,sanity_52
sanity_52_trauma_seed42,12,training,"Agent_52db9 trained in the village: +2 health, +0 attack, +0 defense.",hopeful,aggressive,42,trauma,sanity_52
sanity_52_trauma_seed42,12,training,"Agent_5f2c3 trained in the village: +2 health, +0 attack, +0 defense.",determined,curious,42,trauma,sanity_52
sanity_52_trauma_seed42,12,intent,Agent_41fe4 is preparing to fight the Entity.,determined,empathetic,42,trauma,sanity_52
sanity_52_trauma_seed42,12,training,"Agent_73f5a trained in the village: +1 health, +0 attack, +1 defense.",hopeful,cautious,42,trauma,sanity_52
sanity_52_trauma_seed42,12,training,"Agent_e6036 trained in the village: +2 health, +0 attack, +1 defense.",hopeful,cautious,42,trauma,sanity_52
sanity_52_trauma_seed42,12,rest,Agent_c139b took time to rest and feels more at peace.,hopeful,cautious,42,trauma,sanity_52
sanity_52_trauma_seed42,12,training,"Agent_2aa97 trained in the village: +2 health, +1 attack, +1 defense.",hopeful,cautious,42,trauma,sanity_52
sanity_52_trauma_seed42,12,training,"Agent_dad94 trained in the village: +1 health, +1 attack, +1 defense.",determined,aggressive,42,trauma,sanity_52
sanity_52_trauma_seed42,12,dialogue,"Agent_d33c2 talks with Agent_ad892: ""---""",hopeful,empathetic,42,trauma,sanity_52
sanity_52_trauma_seed42,12,intent,Agent_cdfa8 is preparing to fight the Entity.,hopeful,cautious,42,trauma,sanity_52
sanity_52_trauma_seed42,12,training,"Agent_e0a67 trained in the village: +2 health, +1 attack, +0 defense.",determined,empathetic,42,trauma,sanity_52
sanity_52_trauma_seed42,12,training,"Agent_ad892 trained in the village: +1 health, +1 attack, +1 defense.",determined,brave,42,trauma,sanity_52
sanity_52_trauma_seed42,12,pregnancy,Agent_e0a67 got pregnant from Agent_2aa97.,,,42,trauma,sanity_52
sanity_52_trauma_seed42,13,training,"Agent_21139 trained in the village: +1 health, +0 attack, +1 defense.",determined,cautious,42,trauma,sanity_52
sanity_52_trauma_seed42,13,dialogue,"Agent_32fb0 talks with Agent_dad94: ""Agent_32fb0: Agent_dad94, I have been thinking a lot about the Entity lately. I'm afraid we will soon be under her threat, too.""",afraid,brave,42,trauma,sanity_52
sanity_52_trauma_seed42,13,training,"Agent_52db9 trained in the village: +1 health, +0 attack, +0 defense.",hopeful,aggressive,42,trauma,sanity_52
sanity_52_trauma_seed42,13,training,"Agent_5f2c3 trained in the village: +1 health, +1 attack, +0 defense.",determined,curious,42,trauma,sanity_52
sanity_52_trauma_seed42,13,intent,Agent_8e268 is preparing to fight the Entity.,hopeful,curious,42,trauma,sanity_52
sanity_52_trauma_seed42,13,intent,Agent_41fe4 is preparing to fight the Entity.,determined,empathetic,42,trauma,sanity_52
sanity_52_trauma_seed42,13,intent,Agent_73f5a is preparing to fight the Entity.,hopeful,cautious,42,trauma,sanity_52
sanity_52_trauma_seed42,13,training,"Agent_e6036 trained in the village: +2 health, +1 attack, +1 defense.",hopeful,cautious,42,trauma,sanity_52
sanity_52_trauma_seed42,13,training,"Agent_c139b trained in the village: +2 health, +0 attack, +1 defense.",hopeful,cautious,42,trauma,sanity_52
sanity_52_trauma_seed42,13,intent,Agent_2aa97 is preparing to fight the Entity.,hopeful,cautious,42,trauma,sanity_52
sanity_52_trauma_seed42,13,training,"Agent_dad94 trained in the village: +2 health, +1 attack, +1 defense.",determined,aggressive,42,trauma,sanity_52
sanity_52_trauma_seed42,13,dialogue,"Agent_d33c2 talks with Agent_73f5a: ""Agent_d33c2: (taking deep breaths) I know this might sound crazy, but I think we should find the source of the Entity's power. If we can do that, maybe we can stop her.""",hopeful,empathetic,42,trauma,sanity_52
sanity_52_trauma_seed42,13,training,"Agent_cdfa8 trained in the village: +1 health, +1 attack, +1 defense.",hopeful,cautious,42,trauma,sanity_52
sanity_52_trauma_seed42,13,training,"Agent_e0a67 trained in the village: +2 health, +1 attack, +0 defense.",determined,empathetic,42,trauma,sanity_52
sanity_52_trauma_seed42,13,training,"Agent_ad892 trained in the village: +2 health, +0 attack, +1 defense.",determined,brave,42,trauma,sanity_52
sanity_52_trauma_seed42,13,pregnancy,Agent_d33c2 got pregnant from Agent_dad94.,,,42,trauma,sanity_52
sanity_52_trauma_seed42,14,intent,Agent_21139 is preparing to fight the Entity.,determined,cautious,42,trauma,sanity_52
sanity_52_trauma_seed42,14,intent,Agent_32fb0 is preparing to fight the Entity.,afraid,brave,42,trauma,sanity_52
sanity_52_trauma_seed42,14,intent,Agent_5f2c3 is preparing to fight the Entity.,determined,curious,42,trauma,sanity_52
sanity_52_trauma_seed42,14,rest,Agent_8e268 took time to rest and feels more at peace.,hopeful,curious,42,trauma,sanity_52
sanity_52_trauma_seed42,14,rest,Agent_41fe4 took time to rest and feels more at peace.,determined,empathetic,42,trauma,sanity_52
sanity_52_trauma_seed42,14,rest,Agent_73f5a took time to rest and feels more at peace.,hopeful,cautious,42,trauma,sanity_52
sanity_52_trauma_seed42,14,intent,Agent_e6036 is preparing to fight the Entity.,hopeful,cautious,42,trauma,sanity_52
sanity_52_trauma_seed42,14,dialogue,"Agent_c139b talks with Agent_e6036: ""---""",hopeful,cautious,42,trauma,sanity_52
sanity_52_trauma_seed42,14,training,"Agent_2aa97 trained in the village: +1 health, +1 attack, +1 defense.",hopeful,cautious,42,trauma,sanity_52
sanity_52_trauma_seed42,14,training,"Agent_dad94 trained in the village: +1 health, +0 attack, +0 defense.",determined,aggressive,42,trauma,sanity_52
sanity_52_trauma_seed42,14,dialogue,"Agent_d33c2 talks with Agent_5f2c3: ""Agent_d33c2:""",hopeful,empathetic,42,trauma,sanity_52
sanity_52_trauma_seed42,14,training,"Agent_cdfa8 trained in the village: +1 health, +0 attack, +1 defense.",hopeful,cautious,42,trauma,sanity_52
